,id,class_no,confidence,frame,x1,y1,x2,y2,center,bottom_center,zone0,zone1,zone2,zone3,zone0_FC,zone1_FC,zone2_FC,zone3_FC,zone0_TC,zone1_TC,zone2_TC,zone3_TC
32,16,2,0.5968010425567627,1,195.10662841796875,546.6856079101562,267.72515869140625,595.1614379882812,"(231.42, 570.92)","(231.42, 595.16)",True,False,False,False,9,1,0,3,9,1,0,3
33,17,7,0.6344128251075745,1,214.00396728515625,430.89691162109375,285.96502685546875,485.8712463378906,"(249.98, 458.38)","(249.98, 485.87)",True,False,False,False,9,1,0,3,9,1,0,3
34,1,7,0.8442888855934143,2,271.2823486328125,684.202880859375,911.5894775390625,1071.5009765625,"(591.44, 877.85)","(591.44, 1071.5)",False,True,False,False,9,1,0,3,9,1,0,3
35,2,5,0.9098250865936279,2,308.2682800292969,486.25323486328125,561.2429809570312,614.2156982421875,"(434.76, 550.23)","(434.76, 614.22)",True,False,False,False,9,1,0,3,9,1,0,3
36,3,2,0.8760697841644287,2,961.8505859375,648.880126953125,1069.2125244140625,746.7198486328125,"(1015.53, 697.8)","(1015.53, 746.72)",False,False,False,False,9,1,0,3,9,1,0,3
37,4,7,0.8174300789833069,2,993.704833984375,446.0283203125,1097.6253662109375,510.8155822753906,"(1045.67, 478.42)","(1045.67, 510.82)",False,False,False,False,9,1,0,3,9,1,0,3
38,5,2,0.803979754447937,2,263.12432861328125,553.9597778320312,346.9129943847656,615.2649536132812,"(305.02, 584.61)","(305.02, 615.26)",True,False,False,False,9,1,0,3,9,1,0,3
39,6,2,0.7864668369293213,2,1422.3912353515625,440.84375,1485.6265869140625,485.8588562011719,"(1454.01, 463.35)","(1454.01, 485.86)",False,False,False,True,9,1,0,3,9,1,0,3
40,7,7,0.8757215738296509,2,584.721435546875,468.9464111328125,776.4761962890625,577.0446166992188,"(680.6, 523.0)","(680.6, 577.04)",True,False,False,False,9,1,0,3,9,1,0,3
41,8,2,0.7388783693313599,2,242.9866180419922,501.20672607421875,315.5130310058594,555.7798461914062,"(279.25, 528.49)","(279.25, 555.78)",True,False,False,False,9,1,0,3,9,1,0,3
42,9,7,0.7495168447494507,2,1542.7144775390625,343.9286804199219,1638.3250732421875,427.2691955566406,"(1590.52, 385.6)","(1590.52, 427.27)",False,False,False,True,9,1,0,3,9,1,0,3
43,10,2,0.6937913298606873,2,128.78158569335938,508.6811828613281,204.8834686279297,569.0458984375,"(166.83, 538.86)","(166.83, 569.05)",True,False,False,False,9,1,0,3,9,1,0,3
44,11,2,0.6891767382621765,2,870.6099243164062,450.0555114746094,956.2483520507812,485.9218444824219,"(913.43, 467.99)","(913.43, 485.92)",False,False,False,False,9,1,0,3,9,1,0,3
45,12,7,0.6622524857521057,2,31.26735496520996,441.08538818359375,86.06896209716797,512.4965209960938,"(58.67, 476.79)","(58.67, 512.5)",True,False,False,False,9,1,0,3,9,1,0,3
46,13,2,0.6707972288131714,2,1476.5426025390625,421.4482727050781,1526.6243896484375,460.34442138671875,"(1501.58, 440.9)","(1501.58, 460.34)",False,False,False,True,9,1,0,3,9,1,0,3
47,14,2,0.6499764919281006,2,68.76351165771484,488.579833984375,115.65769958496094,535.8771362304688,"(92.21, 512.23)","(92.21, 535.88)",True,False,False,False,9,1,0,3,9,1,0,3
48,15,2,0.6126288771629333,2,963.6797485351562,457.0855407714844,1015.7391967773438,496.25323486328125,"(989.71, 476.67)","(989.71, 496.25)",False,False,False,False,9,1,0,3,9,1,0,3
49,16,2,0.6076299548149109,2,194.7467498779297,546.7089233398438,268.0335998535156,595.1630859375,"(231.39, 570.94)","(231.39, 595.16)",True,False,False,False,9,1,0,3,9,1,0,3
50,17,7,0.4793630540370941,2,213.03558349609375,430.43414306640625,283.353759765625,485.6767883300781,"(248.19, 458.06)","(248.19, 485.68)",True,False,False,False,9,1,0,3,9,1,0,3
51,1,7,0.812137246131897,3,283.6265563964844,682.9849853515625,918.3075561523438,1071.7440185546875,"(600.97, 877.36)","(600.97, 1071.74)",False,True,False,False,9,1,0,3,9,1,0,3
52,2,5,0.9128538966178894,3,308.53656005859375,486.380126953125,561.38525390625,613.9790649414062,"(434.96, 550.18)","(434.96, 613.98)",True,False,False,False,9,1,0,3,9,1,0,3
53,3,2,0.8459149599075317,3,964.0742797851562,646.1456909179688,1069.587158203125,744.8062133789062,"(1016.83, 695.48)","(1016.83, 744.81)",False,False,False,False,9,1,0,3,9,1,0,3
54,4,7,0.8183956146240234,3,993.7305297851562,446.0096740722656,1097.6363525390625,510.8196105957031,"(1045.68, 478.41)","(1045.68, 510.82)",False,False,False,False,9,1,0,3,9,1,0,3
55,5,2,0.8143397569656372,3,263.13818359375,554.0342407226562,346.8963623046875,615.2463989257812,"(305.02, 584.64)","(305.02, 615.25)",True,False,False,False,9,1,0,3,9,1,0,3
56,6,2,0.785765528678894,3,1422.416259765625,440.87371826171875,1485.6590576171875,485.87066650390625,"(1454.04, 463.37)","(1454.04, 485.87)",False,False,False,True,9,1,0,3,9,1,0,3
57,7,7,0.8384480476379395,3,581.0790405273438,469.6827392578125,771.2881469726562,577.1536254882812,"(676.18, 523.42)","(676.18, 577.15)",True,False,False,False,9,1,0,3,9,1,0,3
58,8,2,0.753311276435852,3,242.02352905273438,501.1053466796875,315.55743408203125,556.0017700195312,"(278.79, 528.55)","(278.79, 556.0)",True,False,False,False,9,1,0,3,9,1,0,3
59,9,7,0.7361817359924316,3,1542.3614501953125,343.9509582519531,1638.0958251953125,427.5346374511719,"(1590.23, 385.74)","(1590.23, 427.53)",False,False,False,True,9,1,0,3,9,1,0,3
60,10,2,0.7005259990692139,3,129.79576110839844,508.70611572265625,205.05018615722656,569.2261962890625,"(167.42, 538.97)","(167.42, 569.23)",True,False,False,False,9,1,0,3,9,1,0,3
61,11,2,0.6948414444923401,3,870.6774291992188,450.010498046875,956.2094116210938,485.9573974609375,"(913.44, 467.98)","(913.44, 485.96)",False,False,False,False,9,1,0,3,9,1,0,3
62,12,7,0.6641928553581238,3,31.119544982910156,441.09881591796875,86.5792007446289,512.32568359375,"(58.85, 476.71)","(58.85, 512.33)",True,False,False,False,9,1,0,3,9,1,0,3
63,13,2,0.6595621109008789,3,1476.0361328125,421.30645751953125,1526.6673583984375,460.2728271484375,"(1501.35, 440.79)","(1501.35, 460.27)",False,False,False,True,9,1,0,3,9,1,0,3
64,14,2,0.6651518940925598,3,68.72371673583984,487.393798828125,115.81922912597656,536.00439453125,"(92.27, 511.7)","(92.27, 536.0)",True,False,False,False,9,1,0,3,9,1,0,3
65,15,2,0.6278796792030334,3,963.7889404296875,457.0666198730469,1015.78271484375,496.219482421875,"(989.79, 476.64)","(989.79, 496.22)",False,False,False,False,9,1,0,3,9,1,0,3
66,16,2,0.615226686000824,3,195.04920959472656,547.2542724609375,268.1526794433594,596.0036010742188,"(231.6, 571.63)","(231.6, 596.0)",True,False,False,False,9,1,0,3,9,1,0,3
67,17,7,0.48913073539733887,3,211.38804626464844,430.48785400390625,280.42706298828125,485.0517883300781,"(245.91, 457.77)","(245.91, 485.05)",True,False,False,False,9,1,0,3,9,1,0,3
68,18,2,0.5175660848617554,3,869.2276000976562,559.0836791992188,981.8235473632812,650.5771484375,"(925.53, 604.83)","(925.53, 650.58)",False,False,False,False,9,1,0,3,9,1,0,3
69,1,7,0.8089931607246399,4,297.1680603027344,678.4141845703125,925.0113525390625,1071.76611328125,"(611.09, 875.09)","(611.09, 1071.77)",False,True,False,False,10,1,0,3,10,1,0,3
70,2,5,0.9111768007278442,4,307.8281555175781,486.12451171875,561.3710327148438,614.5094604492188,"(434.6, 550.32)","(434.6, 614.51)",True,False,False,False,10,1,0,3,10,1,0,3
71,3,2,0.7689333558082581,4,966.0469360351562,643.5409545898438,1069.5633544921875,742.73583984375,"(1017.81, 693.14)","(1017.81, 742.74)",False,False,False,False,10,1,0,3,10,1,0,3
72,4,7,0.8203786611557007,4,993.7379760742188,446.0189514160156,1097.62841796875,510.7669982910156,"(1045.68, 478.39)","(1045.68, 510.77)",False,False,False,False,10,1,0,3,10,1,0,3
73,5,2,0.8151435256004333,4,263.1829833984375,554.075927734375,346.91558837890625,615.1561889648438,"(305.05, 584.62)","(305.05, 615.16)",True,False,False,False,10,1,0,3,10,1,0,3
74,6,2,0.7836803197860718,4,1422.3623046875,440.87786865234375,1485.6358642578125,485.7891540527344,"(1454.0, 463.33)","(1454.0, 485.79)",False,False,False,True,10,1,0,3,10,1,0,3
75,7,7,0.8418415188789368,4,578.2842407226562,469.29412841796875,765.9390869140625,575.7219848632812,"(672.11, 522.51)","(672.11, 575.72)",True,False,False,False,10,1,0,3,10,1,0,3
76,8,2,0.7473457455635071,4,241.97247314453125,501.0019226074219,315.61798095703125,556.0460205078125,"(278.8, 528.52)","(278.8, 556.05)",True,False,False,False,10,1,0,3,10,1,0,3
77,9,7,0.7180757522583008,4,1540.714111328125,343.31488037109375,1637.0782470703125,428.14959716796875,"(1588.9, 385.73)","(1588.9, 428.15)",False,False,False,True,10,1,0,3,10,1,0,3
78,10,2,0.7110124826431274,4,129.8736572265625,508.3785705566406,205.30030822753906,569.109619140625,"(167.59, 538.74)","(167.59, 569.11)",True,False,False,False,10,1,0,3,10,1,0,3
79,11,2,0.681679368019104,4,870.6644287109375,450.02178955078125,956.2493896484375,486.005126953125,"(913.46, 468.01)","(913.46, 486.01)",False,False,False,False,10,1,0,3,10,1,0,3
80,12,7,0.6801645159721375,4,31.387327194213867,441.1653747558594,87.2216796875,512.9542236328125,"(59.3, 477.06)","(59.3, 512.95)",True,False,False,False,10,1,0,3,10,1,0,3
81,13,2,0.645671010017395,4,1475.7830810546875,421.1650085449219,1526.7919921875,460.2870178222656,"(1501.29, 440.73)","(1501.29, 460.29)",False,False,False,True,10,1,0,3,10,1,0,3
82,14,2,0.6670487523078918,4,68.67598724365234,486.8184509277344,116.16618347167969,536.6342163085938,"(92.42, 511.73)","(92.42, 536.63)",True,False,False,False,10,1,0,3,10,1,0,3
83,15,2,0.614915132522583,4,963.622802734375,457.1075439453125,1015.7682495117188,496.23236083984375,"(989.7, 476.67)","(989.7, 496.23)",False,False,False,False,10,1,0,3,10,1,0,3
84,16,2,0.6351413726806641,4,194.7234344482422,547.3995971679688,268.17498779296875,596.4235229492188,"(231.45, 571.91)","(231.45, 596.42)",True,False,False,False,10,1,0,3,10,1,0,3
85,17,7,0.4432421624660492,4,209.76544189453125,430.4117736816406,277.1853942871094,484.4742736816406,"(243.48, 457.44)","(243.48, 484.47)",True,False,False,False,10,1,0,3,10,1,0,3
86,18,5,0.4961426854133606,4,866.7769775390625,558.51171875,979.2423095703125,645.7178955078125,"(923.01, 602.11)","(923.01, 645.72)",False,False,False,False,10,1,0,3,10,1,0,3
87,19,2,0.6133338212966919,4,421.38946533203125,433.4335632324219,484.4361267089844,465.5065612792969,"(452.91, 449.47)","(452.91, 465.51)",True,False,False,False,10,1,0,3,10,1,0,3
88,1,7,0.9551676511764526,5,309.4805908203125,674.6712036132812,935.0798950195312,1069.9892578125,"(622.28, 872.33)","(622.28, 1069.99)",False,True,False,False,10,1,0,3,10,1,0,3
89,2,5,0.912547767162323,5,308.3427734375,486.3385925292969,561.2964477539062,614.1566772460938,"(434.82, 550.25)","(434.82, 614.16)",True,False,False,False,10,1,0,3,10,1,0,3
90,3,2,0.8117207288742065,5,967.6844482421875,642.2884521484375,1069.8765869140625,742.1936645507812,"(1018.78, 692.24)","(1018.78, 742.19)",False,False,False,False,10,1,0,3,10,1,0,3
91,4,7,0.8191885352134705,5,993.7395629882812,446.0032958984375,1097.6439208984375,510.7774353027344,"(1045.69, 478.39)","(1045.69, 510.78)",False,False,False,False,10,1,0,3,10,1,0,3
92,5,2,0.8127517700195312,5,263.2066955566406,554.0982055664062,346.92974853515625,615.1377563476562,"(305.07, 584.62)","(305.07, 615.14)",True,False,False,False,10,1,0,3,10,1,0,3
93,6,2,0.7860007286071777,5,1422.3519287109375,440.9020080566406,1485.5977783203125,485.75494384765625,"(1453.97, 463.33)","(1453.97, 485.75)",False,False,False,True,10,1,0,3,10,1,0,3
94,7,7,0.824623167514801,5,572.9586791992188,468.9967346191406,760.0135498046875,575.2782592773438,"(666.49, 522.14)","(666.49, 575.28)",True,False,False,False,10,1,0,3,10,1,0,3
95,8,2,0.748035728931427,5,242.3892364501953,500.8831481933594,315.6950378417969,555.9818725585938,"(279.04, 528.43)","(279.04, 555.98)",True,False,False,False,10,1,0,3,10,1,0,3
96,9,7,0.7478776574134827,5,1539.970458984375,342.926513671875,1636.3193359375,428.6466979980469,"(1588.14, 385.79)","(1588.14, 428.65)",False,False,False,True,10,1,0,3,10,1,0,3
97,10,2,0.7118154764175415,5,130.09719848632812,508.3921203613281,205.3865203857422,569.1565551757812,"(167.74, 538.77)","(167.74, 569.16)",True,False,False,False,10,1,0,3,10,1,0,3
98,11,2,0.6780439019203186,5,870.7239990234375,450.022705078125,956.2943115234375,486.00457763671875,"(913.51, 468.01)","(913.51, 486.0)",False,False,False,False,10,1,0,3,10,1,0,3
99,12,7,0.6784781813621521,5,31.537817001342773,441.1091003417969,87.6320571899414,512.6571044921875,"(59.58, 476.88)","(59.58, 512.66)",True,False,False,False,10,1,0,3,10,1,0,3
100,13,2,0.6506823301315308,5,1475.647216796875,421.1554870605469,1526.759765625,460.3807678222656,"(1501.2, 440.77)","(1501.2, 460.38)",False,False,False,True,10,1,0,3,10,1,0,3
101,14,2,0.7035804986953735,5,68.80171966552734,487.6541442871094,117.4599380493164,537.3478393554688,"(93.13, 512.5)","(93.13, 537.35)",True,False,False,False,10,1,0,3,10,1,0,3
102,15,2,0.6100946068763733,5,963.6492919921875,457.0816955566406,1015.7791137695312,496.2611999511719,"(989.71, 476.67)","(989.71, 496.26)",False,False,False,False,10,1,0,3,10,1,0,3
103,16,2,0.6296138167381287,5,194.84939575195312,547.412353515625,268.22186279296875,596.5267333984375,"(231.54, 571.97)","(231.54, 596.53)",True,False,False,False,10,1,0,3,10,1,0,3
104,17,7,0.49088770151138306,5,207.187744140625,429.8461608886719,274.5527038574219,483.7011413574219,"(240.87, 456.77)","(240.87, 483.7)",True,False,False,False,10,1,0,3,10,1,0,3
105,18,5,0.4914635121822357,5,863.7618408203125,556.5553588867188,976.7737426757812,642.7633666992188,"(920.27, 599.66)","(920.27, 642.76)",False,False,False,False,10,1,0,3,10,1,0,3
106,19,2,0.6133267879486084,5,421.33026123046875,433.4686584472656,484.4328918457031,465.52508544921875,"(452.88, 449.5)","(452.88, 465.53)",True,False,False,False,10,1,0,3,10,1,0,3
107,1,7,0.9559016823768616,6,313.17041015625,673.5648803710938,938.2514038085938,1069.4674072265625,"(625.71, 871.52)","(625.71, 1069.47)",False,True,False,False,10,1,0,3,10,1,0,3
108,2,5,0.9118250608444214,6,307.76666259765625,486.0474548339844,561.362060546875,614.634033203125,"(434.56, 550.34)","(434.56, 614.63)",True,False,False,False,10,1,0,3,10,1,0,3
109,3,2,0.8047278523445129,6,968.2523193359375,641.9247436523438,1069.9954833984375,742.0233764648438,"(1019.12, 691.97)","(1019.12, 742.02)",False,False,False,False,10,1,0,3,10,1,0,3
110,4,7,0.8187199831008911,6,993.7590942382812,446.01092529296875,1097.6644287109375,510.79571533203125,"(1045.71, 478.4)","(1045.71, 510.8)",False,False,False,False,10,1,0,3,10,1,0,3
111,5,2,0.815761148929596,6,263.2812805175781,554.1176147460938,346.9667053222656,615.1221923828125,"(305.12, 584.62)","(305.12, 615.12)",True,False,False,False,10,1,0,3,10,1,0,3
112,6,2,0.7846769690513611,6,1422.3624267578125,440.9337463378906,1485.57958984375,485.7310791015625,"(1453.97, 463.33)","(1453.97, 485.73)",False,False,False,True,10,1,0,3,10,1,0,3
113,7,7,0.8226785659790039,6,571.3148193359375,468.78900146484375,758.3064575195312,575.1513061523438,"(664.81, 521.97)","(664.81, 575.15)",True,False,False,False,10,1,0,3,10,1,0,3
114,8,2,0.747199535369873,6,242.5325164794922,500.87835693359375,315.72857666015625,555.9558715820312,"(279.13, 528.42)","(279.13, 555.96)",True,False,False,False,10,1,0,3,10,1,0,3
115,9,7,0.7446702718734741,6,1539.74365234375,342.8038635253906,1636.0494384765625,428.82318115234375,"(1587.9, 385.81)","(1587.9, 428.82)",False,False,False,True,10,1,0,3,10,1,0,3
116,10,2,0.7141563892364502,6,130.1460723876953,508.16436767578125,205.4958953857422,569.2033081054688,"(167.82, 538.68)","(167.82, 569.2)",True,False,False,False,10,1,0,3,10,1,0,3
117,11,2,0.6767296195030212,6,870.767822265625,450.0250549316406,956.3223266601562,486.0092468261719,"(913.55, 468.02)","(913.55, 486.01)",False,False,False,False,10,1,0,3,10,1,0,3
118,12,7,0.6780526041984558,6,31.558137893676758,441.0932922363281,87.79474639892578,512.61083984375,"(59.68, 476.85)","(59.68, 512.61)",True,False,False,False,10,1,0,3,10,1,0,3
119,13,2,0.6511824727058411,6,1475.6083984375,421.1661376953125,1526.759765625,460.3920593261719,"(1501.18, 440.78)","(1501.18, 460.39)",False,False,False,True,10,1,0,3,10,1,0,3
120,14,2,0.7043132781982422,6,68.82923126220703,488.0126037597656,117.9763412475586,537.6361083984375,"(93.4, 512.82)","(93.4, 537.64)",True,False,False,False,10,1,0,3,10,1,0,3
121,15,2,0.6116055846214294,6,963.760498046875,457.0816345214844,1015.7874755859375,496.2945251464844,"(989.77, 476.69)","(989.77, 496.29)",False,False,False,False,10,1,0,3,10,1,0,3
122,16,2,0.6297428011894226,6,194.9288787841797,547.400634765625,268.3530578613281,596.5385131835938,"(231.64, 571.97)","(231.64, 596.54)",True,False,False,False,10,1,0,3,10,1,0,3
123,17,7,0.5087645649909973,6,206.40374755859375,429.6832580566406,273.7727355957031,483.4620361328125,"(240.09, 456.57)","(240.09, 483.46)",True,False,False,False,10,1,0,3,10,1,0,3
124,18,5,0.4810202717781067,6,862.8911743164062,556.0252685546875,976.0936279296875,642.0189208984375,"(919.49, 599.02)","(919.49, 642.02)",False,False,False,False,10,1,0,3,10,1,0,3
125,19,2,0.612196683883667,6,421.2292175292969,433.51373291015625,484.4587097167969,465.5439147949219,"(452.84, 449.53)","(452.84, 465.54)",True,False,False,False,10,1,0,3,10,1,0,3
126,1,7,0.9647830128669739,7,321.3545227050781,676.97509765625,944.8720703125,1067.511962890625,"(633.11, 872.24)","(633.11, 1067.51)",False,True,False,False,10,1,0,3,10,1,0,3
127,2,5,0.9137735962867737,7,307.46136474609375,486.0455627441406,561.531982421875,614.7586059570312,"(434.5, 550.4)","(434.5, 614.76)",True,False,False,False,10,1,0,3,10,1,0,3
128,3,2,0.6326736807823181,7,969.9868774414062,639.6652221679688,1068.4468994140625,739.4960327148438,"(1019.22, 689.58)","(1019.22, 739.5)",False,False,False,False,10,1,0,3,10,1,0,3
129,4,7,0.8232797980308533,7,993.7311401367188,446.0054626464844,1097.63525390625,510.77117919921875,"(1045.68, 478.39)","(1045.68, 510.77)",False,False,False,False,10,1,0,3,10,1,0,3
130,5,2,0.8184192776679993,7,263.2749328613281,554.108154296875,346.9243469238281,615.0715942382812,"(305.1, 584.59)","(305.1, 615.07)",True,False,False,False,10,1,0,3,10,1,0,3
131,6,2,0.7871211767196655,7,1422.3843994140625,440.91937255859375,1485.5545654296875,485.7111511230469,"(1453.97, 463.32)","(1453.97, 485.71)",False,False,False,True,10,1,0,3,10,1,0,3
132,7,7,0.844227135181427,7,568.6834716796875,466.3482360839844,755.1190185546875,574.0809326171875,"(661.9, 520.21)","(661.9, 574.08)",True,False,False,False,10,1,0,3,10,1,0,3
133,8,2,0.7523881793022156,7,242.42791748046875,500.6512145996094,315.7160949707031,555.9264526367188,"(279.07, 528.29)","(279.07, 555.93)",True,False,False,False,10,1,0,3,10,1,0,3
134,9,7,0.7463950514793396,7,1539.0614013671875,342.8049621582031,1635.6014404296875,429.1332092285156,"(1587.33, 385.97)","(1587.33, 429.13)",False,False,False,True,10,1,0,3,10,1,0,3
135,10,2,0.7526596188545227,7,130.22254943847656,507.91705322265625,205.76473999023438,569.3645629882812,"(167.99, 538.64)","(167.99, 569.36)",True,False,False,False,10,1,0,3,10,1,0,3
136,11,2,0.6746511459350586,7,870.7103271484375,450.0421447753906,956.22802734375,486.069091796875,"(913.47, 468.06)","(913.47, 486.07)",False,False,False,False,10,1,0,3,10,1,0,3
137,12,7,0.6915907263755798,7,31.595947265625,441.0972595214844,87.8228530883789,512.6636352539062,"(59.71, 476.88)","(59.71, 512.66)",True,False,False,False,10,1,0,3,10,1,0,3
138,13,2,0.654457688331604,7,1475.3699951171875,421.17303466796875,1526.7813720703125,460.42254638671875,"(1501.08, 440.8)","(1501.08, 460.42)",False,False,False,True,10,1,0,3,10,1,0,3
139,14,2,0.6982537508010864,7,68.88086700439453,488.2952880859375,118.18461608886719,537.6761474609375,"(93.53, 512.99)","(93.53, 537.68)",True,False,False,False,10,1,0,3,10,1,0,3
140,15,2,0.6066056489944458,7,963.6085815429688,457.114990234375,1015.690185546875,496.2899169921875,"(989.65, 476.7)","(989.65, 496.29)",False,False,False,False,10,1,0,3,10,1,0,3
141,16,2,0.6475209593772888,7,194.79119873046875,547.4080200195312,268.15985107421875,596.5503540039062,"(231.48, 571.98)","(231.48, 596.55)",True,False,False,False,10,1,0,3,10,1,0,3
